

Data analysis for each instance 
AVG,MED,MAX,MIN
1,1,1,1,
0.954,0.954,0.954,0.954,
0.939,0.939,0.939,0.939,
0.933,0.933,0.933,0.933,
0.994,0.994,0.994,0.994,
0.987,0.987,0.987,0.987,
1,1,1,1,
1,1,1,1,
0.987,0.987,0.987,0.987,
1,1,1,1,
1,1,1,1,
0.93,0.93,0.93,0.93,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.991,0.991,0.991,0.991,
0.961,0.961,0.961,0.961,
1,1,1,1,
0.93,0.93,0.93,0.93,
0.951,0.951,0.951,0.951,
0.962,0.962,0.962,0.962,
0.969,0.969,0.969,0.969,
0.952,0.952,0.952,0.952,
0.976,0.976,0.976,0.976,
0.954,0.954,0.954,0.954,
0.989,0.989,0.989,0.989,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.997,0.997,0.997,0.997,
1,1,1,1,
0.963,0.963,0.963,0.963,
1,1,1,1,
1,1,1,1,
0.99,0.99,0.99,0.99,
0.958,0.958,0.958,0.958,
0.987,0.987,0.987,0.987,
0.997,0.997,0.997,0.997,
0.965,0.965,0.965,0.965,
0.98,0.98,0.98,0.98,
1,1,1,1,
0.993,0.993,0.993,0.993,
1,1,1,1,
0.989,0.989,0.989,0.989,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.965,0.965,0.965,0.965,
0.955,0.955,0.955,0.955,
0.99,0.99,0.99,0.99,
0.964,0.964,0.964,0.964,
0.913,0.913,0.913,0.913,
1,1,1,1,
0.977,0.977,0.977,0.977,
0.935,0.935,0.935,0.935,
0.932,0.932,0.932,0.932,
1,1,1,1,
0.967,0.967,0.967,0.967,
1,1,1,1,
1,1,1,1,
0.993,0.993,0.993,0.993,
0.981,0.981,0.981,0.981,
0.985,0.985,0.985,0.985,
1,1,1,1,
1,1,1,1,
0.989,0.989,0.989,0.989,
0.981,0.981,0.981,0.981,
0.991,0.991,0.991,0.991,


0.981,0.981,0.981,0.981,
0.957,0.957,0.957,0.957,
0.998,0.998,0.998,0.998,
1,1,1,1,
0.991,0.991,0.991,0.991,
0.983,0.983,0.983,0.983,
0.992,0.992,0.992,0.992,
0.992,0.992,0.992,0.992,
0.948,0.948,0.948,0.948,
1,1,1,1,
0.928,0.928,0.928,0.928,
0.983,0.983,0.983,0.983,
0.948,0.948,0.948,0.948,
0.975,0.975,0.975,0.975,
1,1,1,1,
0.998,0.998,0.998,0.998,
0.913,0.913,0.913,0.913,
0.996,0.996,0.996,0.996,
0.973,0.973,0.973,0.973,
0.952,0.952,0.952,0.952,
0.979,0.979,0.979,0.979,
0.973,0.973,0.973,0.973,
0.992,0.992,0.992,0.992,
0.978,0.978,0.978,0.978,
0.96,0.96,0.96,0.96,
0.991,0.991,0.991,0.991,
0.999,0.999,0.999,0.999,
0.97,0.97,0.97,0.97,
0.973,0.973,0.973,0.973,
0.952,0.952,0.952,0.952,
0.869,0.869,0.869,0.869,
1,1,1,1,
1,1,1,1,
0.945,0.945,0.945,0.945,
0.993,0.993,0.993,0.993,
0.973,0.973,0.973,0.973,
0.995,0.995,0.995,0.995,
0.972,0.972,0.972,0.972,
0.958,0.958,0.958,0.958,
0.975,0.975,0.975,0.975,
0.995,0.995,0.995,0.995,
0.985,0.985,0.985,0.985,
0.965,0.965,0.965,0.965,
0.968,0.968,0.968,0.968,
0.983,0.983,0.983,0.983,
0.974,0.974,0.974,0.974,
0.995,0.995,0.995,0.995,
0.973,0.973,0.973,0.973,
0.98,0.98,0.98,0.98,
0.99,0.99,0.99,0.99,
0.954,0.954,0.954,0.954,
0.974,0.974,0.974,0.974,
0.965,0.965,0.965,0.965,
1,1,1,1,
0.979,0.979,0.979,0.979,
1,1,1,1,
0.984,0.984,0.984,0.984,
1,1,1,1,
0.977,0.977,0.977,0.977,
0.971,0.971,0.971,0.971,
0.971,0.971,0.971,0.971,
0.991,0.991,0.991,0.991,
0.967,0.967,0.967,0.967,
1,1,1,1,
0.994,0.994,0.994,0.994,
0.969,0.969,0.969,0.969,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.981,0.981,0.981,0.981,
0.924,0.924,0.924,0.924,
0.982,0.982,0.982,0.982,
0.973,0.973,0.973,0.973,
1,1,1,1,
0.976,0.976,0.976,0.976,
0.964,0.964,0.964,0.964,
0.962,0.962,0.962,0.962,
1,1,1,1,
0.961,0.961,0.961,0.961,
1,1,1,1,
0.935,0.935,0.935,0.935,
0.946,0.946,0.946,0.946,
0.977,0.977,0.977,0.977,
0.963,0.963,0.963,0.963,
1,1,1,1,
0.92,0.92,0.92,0.92,
0.987,0.987,0.987,0.987,
0.982,0.982,0.982,0.982,
0.993,0.993,0.993,0.993,
0.966,0.966,0.966,0.966,
1,1,1,1,
0.968,0.968,0.968,0.968,
0.967,0.967,0.967,0.967,
0.979,0.979,0.979,0.979,
0.972,0.972,0.972,0.972,
0.964,0.964,0.964,0.964,
0.99,0.99,0.99,0.99,
0.99,0.99,0.99,0.99,


1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.964,0.964,0.964,0.964,
0.983,0.983,0.983,0.983,
1,1,1,1,
0.939,0.939,0.939,0.939,
0.928,0.928,0.928,0.928,
1,1,1,1,
1,1,1,1,
0.975,0.975,0.975,0.975,
1,1,1,1,
0.998,0.998,0.998,0.998,
0.959,0.959,0.959,0.959,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.992,0.992,0.992,0.992,
0.982,0.982,0.982,0.982,
0.98,0.98,0.98,0.98,
1,1,1,1,
0.988,0.988,0.988,0.988,
1,1,1,1,
0.989,0.989,0.989,0.989,
1,1,1,1,
0.968,0.968,0.968,0.968,
0.932,0.932,0.932,0.932,
0.972,0.972,0.972,0.972,
1,1,1,1,
0.999,0.999,0.999,0.999,
1,1,1,1,
0.971,0.971,0.971,0.971,
0.999,0.999,0.999,0.999,
1,1,1,1,
1,1,1,1,
0.982,0.982,0.982,0.982,
1,1,1,1,
0.977,0.977,0.977,0.977,
0.981,0.981,0.981,0.981,
0.986,0.986,0.986,0.986,
0.995,0.995,0.995,0.995,
0.974,0.974,0.974,0.974,
1,1,1,1,
1,1,1,1,
0.99,0.99,0.99,0.99,
0.954,0.954,0.954,0.954,
1,1,1,1,
0.997,0.997,0.997,0.997,
0.995,0.995,0.995,0.995,
0.978,0.978,0.978,0.978,
0.988,0.988,0.988,0.988,
0.984,0.984,0.984,0.984,
0.984,0.984,0.984,0.984,
0.991,0.991,0.991,0.991,
0.98,0.98,0.98,0.98,
0.972,0.972,0.972,0.972,
1,1,1,1,
0.972,0.972,0.972,0.972,
0.994,0.994,0.994,0.994,
0.986,0.986,0.986,0.986,
0.981,0.981,0.981,0.981,
1,1,1,1,
0.957,0.957,0.957,0.957,
0.989,0.989,0.989,0.989,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.962,0.962,0.962,0.962,
1,1,1,1,
0.963,0.963,0.963,0.963,
0.993,0.993,0.993,0.993,
0.964,0.964,0.964,0.964,
0.987,0.987,0.987,0.987,
0.988,0.988,0.988,0.988,
0.995,0.995,0.995,0.995,
1,1,1,1,
1,1,1,1,
0.948,0.948,0.948,0.948,
1,1,1,1,
0.974,0.974,0.974,0.974,
0.976,0.976,0.976,0.976,
0.931,0.931,0.931,0.931,
1,1,1,1,
0.916,0.916,0.916,0.916,
1,1,1,1,
0.993,0.993,0.993,0.993,
0.955,0.955,0.955,0.955,
0.985,0.985,0.985,0.985,
0.972,0.972,0.972,0.972,
0.959,0.959,0.959,0.959,
0.979,0.979,0.979,0.979,
0.988,0.988,0.988,0.988,
1,1,1,1,
1,1,1,1,
1,1,1,1,




Further Data analysis of all test cases 
avg med max min 
AVGs,0.962,0.971,1,0.849,
MEDs,0.962,0.971,1,0.849,
MEDs,0.962,0.971,1,0.849,
MEDs,0.962,0.971,1,0.849,


AVGs,0.982,0.989,1,0.913,
MEDs,0.982,0.989,1,0.913,
MEDs,0.982,0.989,1,0.913,
MEDs,0.982,0.989,1,0.913,


AVGs,0.977,0.979,1,0.869,
MEDs,0.977,0.979,1,0.869,
MEDs,0.977,0.979,1,0.869,
MEDs,0.977,0.979,1,0.869,


AVGs,0.985,0.992,1,0.916,
MEDs,0.985,0.992,1,0.916,
MEDs,0.985,0.992,1,0.916,
MEDs,0.985,0.992,1,0.916,



